,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_cbflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_facility,st_age,st_ageerr1,st_ageerr2,st_agelim,st_j,st_jerr,st_jlim,st_k,st_kerr,st_klim,pl_rade,TSM,good_TSM,ESM,webb approved,HST approved,chen_kipping,hst approved
1779,Kepler-1286,b,Kepler-1286 b,Transit,0,1,11.25402929,6.812e-05,-6.812e-05,0.0,,,,,,,,,,,,,,,,,,0.192,0.04,-0.016,0.0,,,,,0,1,0,1,18h41m02.01s,280.258382,+43d50m08.8s,43.835766,1150.0,236.63,-90.45,0.0,1409.23,47.66,-47.66,0.0,15.165999999999999,,0.0,Kepler-band,15.142000000000001,,0.0,5753.0,74.56,-79.2,0.0,1.0,0.05,-0.05,0.0,0.98,0.2,-0.07,0.0,2016-05-10,0,,,,,Kepler,4.17,3.54,-2.46,,14.017000000000001,0.028999999999999998,0.0,13.655,0.038,0.0,2.152111703564547,3.4104917207442926,False,,False,,,False
1780,Kepler-1287,b,Kepler-1287 b,Transit,0,1,11.47685909,6.466e-05,-6.466e-05,0.0,,,,,,,,,,,,,,,,,,0.13699999999999998,0.02,-0.012,0.0,,,,,0,1,0,1,19h16m32.32s,289.134661,+47d03m46.8s,47.062996000000005,1027.0,142.05,-83.16,0.0,1032.76,27.34,-27.34,0.0,15.050999999999998,,0.0,Kepler-band,15.007,,0.0,5715.0,93.97,-83.95,0.0,0.96,0.05,-0.06,0.0,0.94,0.13,-0.07,0.0,2016-05-10,0,,,,,Kepler,4.07,3.92,-2.39,,13.925,0.026000000000000002,0.0,13.505,0.040999999999999995,0.0,1.5356213718142862,2.426877094602919,False,,False,,,False
1781,Kepler-1288,b,Kepler-1288 b,Transit,0,1,2.76122421,1.477e-05,-1.477e-05,0.0,,,,,,,,,,,,,,,,,,0.1,0.042,-0.013999999999999999,0.0,,,,,0,1,0,1,19h02m51.24s,285.713488,+41d36m21.1s,41.605872999999995,715.0,288.8,-99.54,0.0,714.09,46.64,-46.64,0.0,13.321,,0.0,Kepler-band,13.177,,0.0,6132.0,87.95,-135.79,0.0,1.2,0.16,-0.08,0.0,1.29,0.54,-0.17,0.0,2016-05-10,0,,,,,Kepler,2.88,1.02,-1.23,,12.239,0.021,0.0,11.959000000000001,0.02,0.0,1.1208915122732017,0.6512895002982434,False,,False,,,False
1782,Kepler-1289,b,Kepler-1289 b,Transit,0,1,7.99019627,5.083e-05,-5.083e-05,0.0,,,,,,,,,,,,,,,,,,0.136,0.044000000000000004,-0.021,0.0,,,,,0,1,0,1,19h45m33.31s,296.388807,+41d02m26.1s,41.040571,1059.0,348.88,-180.86,0.0,1086.11,22.44,-22.44,0.0,14.59,,0.0,Kepler-band,14.599,,0.0,6080.0,245.65,-268.17,0.0,1.1,0.17,-0.1,0.0,1.17,0.37,-0.18,0.0,2016-05-10,0,,,,,Kepler,2.95,1.92,-1.24,,13.439,0.027000000000000003,0.0,13.043,0.027999999999999997,0.0,1.5244124566915545,2.540857327103199,False,,False,,,False
1783,Kepler-129,b,Kepler-129 b,Transit,0,2,15.79186,6.8e-05,-6.8e-05,0.0,0.131,,,0.0,,,,,,,,,,,,,,0.21100000000000002,0.019,-0.019,0.0,,,,,0,1,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,413.68,4.42,-4.42,0.0,413.68,4.42,-4.42,0.0,11.696,,0.0,Kepler-band,11.644,,0.0,5770.0,83.0,-83.0,0.0,,,,,1.64,0.05,-0.05,0.0,2014-05-14,0,,,,,Kepler,,,,,10.6,0.025,0.0,10.252,0.019,0.0,2.3650810908964557,7.459741875350638,False,,False,,,False
1784,Kepler-129,c,Kepler-129 c,Transit,0,2,82.20017,0.00068,-0.00068,0.0,0.393,,,0.0,,,,,,,,,,,,,,0.22699999999999998,0.009000000000000001,-0.009000000000000001,0.0,,,,,0,1,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,413.68,4.42,-4.42,0.0,413.68,4.42,-4.42,0.0,11.696,,0.0,Kepler-band,11.644,,0.0,5770.0,83.0,-83.0,0.0,,,,,1.64,0.05,-0.05,0.0,2014-05-14,0,,,,,Kepler,,,,,10.6,0.025,0.0,10.252,0.019,0.0,2.5444237328601678,4.7361952207536735,False,,False,,,False
1785,Kepler-1290,b,Kepler-1290 b,Transit,0,1,4.69500134,4.206e-05,-4.206e-05,0.0,,,,,,,,,,,,,,,,,,0.127,0.019,-0.012,0.0,,,,,0,1,0,1,19h22m44.46s,290.685249,+43d51m34.7s,43.859638000000004,1321.0,181.91,-106.7,0.0,1668.97,96.68,-96.68,0.0,15.710999999999999,,0.0,Kepler-band,15.690999999999999,,0.0,5660.0,114.11,-108.37,0.0,0.95,0.05,-0.05,0.0,0.93,0.13,-0.07,0.0,2016-05-10,0,,,,,Kepler,4.07,4.4,-2.33,,14.505,0.034,0.0,14.112,0.051,0.0,1.4235322205869663,0.34479440065969774,False,,False,,,False
1786,Kepler-1291,b,Kepler-1291 b,Transit,0,1,8.63043276,6.731e-05,-6.731e-05,0.0,,,,,,,,,,,,,,,,,,0.14800000000000002,0.009000000000000001,-0.016,0.0,,,,,0,1,0,1,19h17m30.49s,289.377032,+40d00m04.1s,40.001151,982.0,65.31,-62.48,0.0,920.42,27.71,-27.71,0.0,15.868,,0.0,Kepler-band,15.883,,0.0,5216.0,81.36,-108.14,0.0,0.84,0.04,-0.05,0.0,0.8,0.05,-0.05,0.0,2016-05-10,0,,,,,Kepler,4.9,6.22,-3.09,,14.412,0.032,0.0,13.892999999999999,0.053,0.0,1.6589194381643386,2.80258122049074,False,,False,,,False
1787,Kepler-1292,b,Kepler-1292 b,Transit,0,1,3.27646405,1.548e-05,-1.548e-05,0.0,,,,,,,,,,,,,,,,,,0.162,0.026000000000000002,-0.012,0.0,,,,,0,1,0,1,18h59m37.37s,284.90572000000003,+43d56m57.0s,43.949169,1406.0,219.64,-102.48,0.0,1559.48,102.45,-102.45,0.0,15.934000000000001,,0.0,Kepler-band,15.948,,0.0,5556.0,63.0,-77.3,0.0,0.95,0.04,-0.04,0.0,0.93,0.14,-0.06,0.0,2016-05-10,0,,,,,Kepler,4.68,5.3,-2.96,,14.679,0.031,0.0,14.19,0.079,0.0,1.8158442498825869,3.204973236602007,False,,False,,,False
1788,Kepler-1293,b,Kepler-1293 b,Transit,0,1,5.57654784,4.024e-05,-4.024e-05,0.0,,,,,,,,,,,,,,,,,,0.087,0.037000000000000005,-0.013000000000000001,0.0,,,,,0,1,0,1,19h20m06.22s,290.025921,+48d20m09.4s,48.335949,770.0,330.2,-115.71,0.0,1059.58,15.52,-15.52,0.0,13.383,,0.0,Kepler-band,13.3,,0.0,6241.0,114.93,-99.8,0.0,1.18,0.18,-0.1,0.0,1.28,0.55,-0.18,0.0,2016-05-10,0,,,,,Kepler,2.82,0.9309999999999999,-1.1,,12.412,0.026000000000000002,0.0,12.075,0.024,0.0,0.9751756156776854,0.5326433482019338,False,,False,,,False
1789,Kepler-1294,b,Kepler-1294 b,Transit,0,1,115.6862258,0.0008445,-0.0008445,0.0,,,,,,,,,,,,,,,,,,0.285,0.048,-0.027999999999999997,0.0,,,,,0,1,0,1,19h25m04.34s,291.268101,+44d29m17.5s,44.488194,1120.0,189.56,-110.33,0.0,1960.6,101.73,-101.73,0.0,15.174000000000001,,0.0,Kepler-band,15.15,,0.0,5776.0,152.5,-137.2,0.0,0.99,0.07,-0.06,0.0,0.97,0.16,-0.09,0.0,2016-05-10,0,,,,,Kepler,3.98,3.15,-2.31,,14.020999999999999,0.026000000000000002,0.0,13.597000000000001,0.033,0.0,3.1945408099786246,2.7144409326586016,False,,False,,,False
1790,Kepler-1295,b,Kepler-1295 b,Transit,0,1,3.81371974,2.278e-05,-2.278e-05,0.0,,,,,,,,,,,,,,,,,,0.138,0.018000000000000002,-0.011000000000000001,0.0,,,,,0,1,0,1,19h25m35.49s,291.397864,+45d35m18.8s,45.588559000000004,1257.0,142.81,-84.25,0.0,1213.77,58.27,-58.27,0.0,15.89,,0.0,Kepler-band,15.908,,0.0,5486.0,70.55,-100.36,0.0,0.92,0.04,-0.04,0.0,0.89,0.1,-0.06,0.0,2016-05-10,0,,,,,Kepler,4.68,5.72,-2.94,,14.562999999999999,0.032,0.0,14.092,0.051,0.0,1.5468302869370185,2.766764402784175,False,,False,,,False
1791,Kepler-1296,b,Kepler-1296 b,Transit,0,1,8.3839865,8.648e-05,-8.648e-05,0.0,,,,,,,,,,,,,,,,,,0.081,0.008,-0.005,0.0,,,,,0,1,0,1,19h28m30.05s,292.12518900000003,+41d24m28.1s,41.407814,631.0,53.03,-41.84,0.0,1622.84,63.17,-63.17,0.0,14.667,,0.0,Kepler-band,14.627,,0.0,5359.0,98.28,-120.32,0.0,0.87,0.04,-0.05,0.0,0.83,0.07,-0.05,0.0,2016-05-10,0,,,,,Kepler,4.17,6.04,-2.55,,13.292,0.023,0.0,12.800999999999998,0.03,0.0,0.9079221249412934,0.5591080791317194,False,,False,,,False
1792,Kepler-1297,b,Kepler-1297 b,Transit,0,1,1.68189002,1.032e-05,-1.032e-05,0.0,,,,,,,,,,,,,,,,,,0.087,0.013999999999999999,-0.008,0.0,,,,,0,1,0,1,19h19m49.56s,289.956501,+47d01m13.4s,47.020393,996.0,163.95,-94.27,0.0,1501.72,46.5,-46.5,0.0,14.812000000000001,,0.0,Kepler-band,14.782,,0.0,5818.0,83.49,-92.17,0.0,0.99,0.06,-0.06,0.0,0.99,0.16,-0.09,0.0,2016-05-10,0,,,,,Kepler,4.17,3.1,-2.41,,13.684000000000001,0.026000000000000002,0.0,13.262,0.026000000000000002,0.0,0.9751756156776854,0.6239482692556675,False,,False,,,False
1793,Kepler-1298,b,Kepler-1298 b,Transit,0,1,7.12811928,4.863e-05,-4.863e-05,0.0,,,,,,,,,,,,,,,,,,0.11699999999999999,0.021,-0.021,0.0,,,,,0,1,0,1,18h57m41.46s,284.422735,+49d06m22.4s,49.106224,498.0,83.99,-84.79,0.0,552.77,6.91,-6.91,0.0,11.392000000000001,,0.0,Kepler-band,11.312999999999999,,0.0,6339.0,64.06,-65.86,0.0,1.45,0.12,-0.11,0.0,2.0,0.34,-0.35,0.0,2016-05-10,0,,,,,Kepler,2.57,0.35,-0.4,,10.415,0.026000000000000002,0.0,10.149,0.018000000000000002,0.0,1.311443069359646,0.5869309403017096,False,,False,,,False
1794,Kepler-1299,b,Kepler-1299 b,Transit,0,1,19.9400874,0.0001457,-0.0001457,0.0,,,,,,,,,,,,,,,,,,0.266,0.059000000000000004,-0.037000000000000005,0.0,,,,,0,1,0,1,19h04m36.04s,286.150155,+37d24m41.0s,37.411377,1352.0,196.3,-103.91,0.0,1462.37,87.45,-87.45,0.0,15.922,,0.0,Kepler-band,15.9,,0.0,5609.0,92.88,-129.75,0.0,0.94,0.04,-0.06,0.0,0.91,0.13,-0.06,0.0,2016-05-10,0,,,,,Kepler,4.37,4.88,-2.66,,14.644,0.032,0.0,14.190999999999999,0.053,0.0,2.9815714226467165,3.6078741814670994,False,,False,,,False
1795,Kepler-130,b,Kepler-130 b,Transit,0,3,8.457458,3.9e-05,-3.9e-05,0.0,0.079,,,0.0,,,,,,,,,,,,,,0.091,0.004,-0.004,0.0,,,,,1,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,2.36,-2.36,0.0,319.57,2.36,-2.36,0.0,11.529000000000002,,0.0,Kepler-band,11.825,,0.0,5884.0,75.0,-75.0,0.0,,,,,1.13,0.03,-0.03,0.0,2014-05-14,0,,,,,Kepler,,,,,10.81,0.019,0.0,10.49,0.02,0.0,1.0200112761686135,1.1185637226860634,False,,False,,,False
1796,Kepler-130,c,Kepler-130 c,Transit,0,3,27.50868,6e-05,-7e-05,0.0,0.178,0.005,-0.005,0.0,0.0,0.07,0.0,0.0,89.34,0.66,-0.31,0.0,,,,,,0.259,0.022000000000000002,-0.022000000000000002,0.0,,,,,1,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,2.36,-2.36,0.0,319.57,2.36,-2.36,0.0,11.529000000000002,,0.0,Kepler-band,11.825,,0.0,5884.0,75.0,-75.0,0.0,,,,,1.13,0.03,-0.03,0.0,2014-05-14,0,683.0,29.0,-29.0,0.0,Kepler,,,,,10.81,0.019,0.0,10.49,0.02,0.0,2.9031090167875924,13.12325882998857,False,0.5896303221732133,False,,,False
1797,Kepler-130,d,Kepler-130 d,Transit,0,3,87.517905,0.000744,-0.000744,0.0,0.377,,,0.0,,,,,,,,,,,,,,0.146,0.013999999999999999,-0.013999999999999999,0.0,,,,,0,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,2.36,-2.36,0.0,319.57,2.36,-2.36,0.0,11.529000000000002,,0.0,Kepler-band,11.825,,0.0,5884.0,75.0,-75.0,0.0,,,,,1.13,0.03,-0.03,0.0,2014-05-14,0,,,,,Kepler,,,,,10.81,0.019,0.0,10.49,0.02,0.0,1.6365016079188743,4.409864560213238,False,,False,,,False
1798,Kepler-1300,b,Kepler-1300 b,Transit,0,1,22.2419092,0.0002454,-0.0002454,0.0,,,,,,,,,,,,,,,,,,0.122,0.027000000000000003,-0.027999999999999997,0.0,,,,,0,1,0,1,19h16m07.93s,289.033022,+40d05m12.8s,40.086887,757.0,163.1,-171.32,0.0,794.61,14.84,-14.84,0.0,12.815999999999999,,0.0,Kepler-band,12.767999999999999,,0.0,6130.0,87.31,-108.91,0.0,1.29,0.16,-0.15,0.0,1.79,0.38,-0.41,0.0,2016-05-10,0,,,,,Kepler,3.55,1.48,-0.7809999999999999,,11.677999999999999,0.021,0.0,11.383,0.018000000000000002,0.0,1.367487644973306,0.2760889310316181,False,,False,,,False
1799,Kepler-1301,b,Kepler-1301 b,Transit,0,1,9.08237046,4.331e-05,-4.331e-05,0.0,,,,,,,,,,,,,,,,,,0.125,0.012,-0.006999999999999999,0.0,,,,,0,1,0,1,19h06m25.00s,286.60418300000003,+42d26m25.1s,42.440319,816.0,50.86,-42.3,0.0,875.5,20.82,-20.82,0.0,15.4,,0.0,Kepler-band,15.373,,0.0,5188.0,55.6,-60.07,0.0,0.85,0.04,-0.04,0.0,0.81,0.05,-0.04,0.0,2016-05-10,0,,,,,Kepler,4.9,6.17,-3.05,,13.963,0.025,0.0,13.469000000000001,0.039,0.0,1.4011143903415022,0.39967630706839785,False,,False,,,False
1800,Kepler-1302,b,Kepler-1302 b,Transit,0,1,8.83922659,5.866e-05,-5.866e-05,0.0,,,,,,,,,,,,,,,,,,0.128,0.013000000000000001,-0.008,0.0,,,,,0,1,0,1,19h23m57.42s,290.989241,+50d18m29.0s,50.30806,727.0,53.32,-39.87,0.0,646.34,8.66,-8.66,0.0,15.102,,0.0,Kepler-band,15.039000000000001,,0.0,5236.0,58.55,-77.09,0.0,0.86,0.04,-0.04,0.0,0.82,0.06,-0.04,0.0,2016-05-10,0,,,,,Kepler,4.68,6.7,-2.9,,13.657,0.022000000000000002,0.0,13.151,0.027999999999999997,0.0,1.4347411357096982,0.4735725250320913,False,,False,,,True
1801,Kepler-1303,b,Kepler-1303 b,Transit,0,1,7.56127224,4.12e-05,-4.12e-05,0.0,,,,,,,,,,,,,,,,,,0.127,0.031,-0.012,0.0,,,,,0,1,0,1,18h57m08.92s,284.287156,+42d21m20.2s,42.355614,905.0,211.91,-86.28,0.0,921.27,22.48,-22.48,0.0,14.64,,0.0,Kepler-band,14.616,,0.0,5771.0,85.68,-110.62,0.0,1.01,0.05,-0.05,0.0,1.0,0.24,-0.09,0.0,2016-05-10,0,,,,,Kepler,4.47,3.42,-2.66,,13.450999999999999,0.022000000000000002,0.0,13.085999999999999,0.034,0.0,1.4235322205869663,0.43261337049286863,False,,False,,,False
1802,Kepler-1304,b,Kepler-1304 b,Transit,0,1,16.1288853,0.0001191,-0.0001191,0.0,,,,,,,,,,,,,,,,,,0.204,0.017,-0.047,0.0,,,,,0,1,0,1,19h01m06.34s,285.27642799999995,+39d26m48.9s,39.446915999999995,682.0,49.28,-44.95,0.0,2326.36,134.83,-134.83,0.0,15.022,,0.0,Kepler-band,15.045,,0.0,5259.0,97.24,-121.88,0.0,0.85,0.04,-0.05,0.0,0.81,0.05,-0.05,0.0,2016-05-10,0,,,,,Kepler,4.68,5.94,-2.92,,13.604000000000001,0.027999999999999997,0.0,13.054,0.032,0.0,2.286618685037331,4.94800016207289,False,,False,,,False
1803,Kepler-1305,b,Kepler-1305 b,Transit,0,1,13.5630972,0.0001385,-0.0001385,0.0,,,,,,,,,,,,,,,,,,0.168,0.031,-0.017,0.0,,,,,0,1,0,1,19h49m21.47s,297.339446,+46d20m50.1s,46.347252000000005,1343.0,235.66,-139.15,0.0,1646.08,92.05,-92.05,0.0,15.785,,0.0,Kepler-band,15.714,,0.0,5701.0,138.16,-175.79,0.0,0.97,0.06,-0.06,0.0,0.96,0.17,-0.09,0.0,2016-05-10,0,,,,,Kepler,4.37,3.86,-2.61,,14.493,0.027999999999999997,0.0,14.104000000000001,0.057999999999999996,0.0,1.883097740618979,2.2228193020525504,False,,False,,,False
1804,Kepler-1306,b,Kepler-1306 b,Transit,0,1,16.29595382,7.404e-05,-7.404e-05,0.0,,,,,,,,,,,,,,,,,,0.17,0.04,-0.016,0.0,,,,,0,1,0,1,19h37m54.80s,294.478341,+46d56m45.1s,46.945862,1130.0,260.75,-108.74,0.0,1143.4,31.42,-31.42,0.0,15.243,,0.0,Kepler-band,15.212,,0.0,5727.0,140.59,-132.91,0.0,0.98,0.07,-0.06,0.0,0.97,0.22,-0.09,0.0,2016-05-10,0,,,,,Kepler,4.57,3.9,-2.8,,14.052,0.028999999999999998,0.0,13.630999999999998,0.046,0.0,1.905515570864443,2.5685915895142735,False,,False,,,False
1805,Kepler-1307,b,Kepler-1307 b,Transit,0,1,18.01621096,9.522e-05,-9.522e-05,0.0,,,,,,,,,,,,,,,,,,0.22,0.059000000000000004,-0.024,0.0,,,,,0,1,0,1,19h31m28.76s,292.86984,+46d44m30.7s,46.741859000000005,1396.0,366.01,-147.88,0.0,1044.5,30.81,-30.81,0.0,15.394,,0.0,Kepler-band,15.38,,0.0,5884.0,77.63,-103.16,0.0,1.06,0.07,-0.06,0.0,1.08,0.29,-0.11,0.0,2016-05-10,0,,,,,Kepler,4.07,2.32,-2.29,,14.171,0.027999999999999997,0.0,13.878,0.064,0.0,2.4659613270010436,2.838053338118087,False,,False,,,False
1806,Kepler-1308,b,Kepler-1308 b,Transit,0,1,2.10433812,4.24e-06,-4.24e-06,0.0,,,,,,,,,,,,,,,,,,0.046,0.005,-0.004,0.0,,,,,0,1,0,1,19h03m42.94s,285.928896,+38d31m15.5s,38.520962,73.0,7.38,-7.51,0.0,113.07,0.42,-0.42,0.0,14.488,,0.0,Kepler-band,14.474,,0.0,3468.0,33.65,-30.71,0.0,0.35,0.04,-0.04,0.0,0.34,0.03,-0.03,0.0,2016-05-10,0,,,,,Kepler,3.72,5.97,-2.13,,11.878,0.022000000000000002,0.0,11.023,0.018000000000000002,0.0,0.5156100956456727,6.780027843788964,False,,False,,,False
1807,Kepler-1309,b,Kepler-1309 b,Transit,0,1,28.8432647,0.0002652,-0.0002652,0.0,,,,,,,,,,,,,,,,,,0.21100000000000002,0.018000000000000002,-0.018000000000000002,0.0,,,,,0,1,0,1,19h54m56.46s,298.735235,+40d45m51.0s,40.764155,845.0,62.94,-61.48,0.0,961.4,108.56,-108.56,0.0,15.652000000000001,,0.0,Kepler-band,16.187,,0.0,5235.0,99.72,-154.88,0.0,0.85,0.05,-0.05,0.0,0.8,0.06,-0.05,0.0,2016-05-10,0,,,,,Kepler,4.27,6.16,-2.6,,14.140999999999998,0.033,0.0,13.542,0.039,0.0,2.3650810908964557,3.3731608806773683,False,,False,,,False
1808,Kepler-131,b,Kepler-131 b,Transit,0,2,16.092,,,0.0,,,,,,,,,,,,,0.051,0.011,-0.011,0.0,Mass,0.215,0.018000000000000002,-0.018000000000000002,0.0,6.0,1.98,-1.98,0.0,0,1,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,230.19,1.43,-1.43,0.0,230.19,1.43,-1.43,0.0,11.525,,0.0,Kepler-band,11.49,,0.0,5685.0,74.0,-74.0,0.0,1.02,0.06,-0.06,0.0,1.03,0.1,-0.1,0.0,2014-05-14,0,,,,,Kepler,3.66,,,,10.418,0.022000000000000002,0.0,10.079,0.017,0.0,2.409916751387384,6.645810079939566,False,,False,,,False
1809,Kepler-131,c,Kepler-131 c,Transit,0,2,25.5169,,,0.0,,,,,,,,,,,,,0.026,0.019,-0.019,0.0,Mass,0.075,0.006,-0.006,0.0,77.7,55.0,-55.0,0.0,0,1,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,230.19,1.43,-1.43,0.0,230.19,1.43,-1.43,0.0,11.525,,0.0,Kepler-band,11.49,,0.0,5685.0,74.0,-74.0,0.0,1.02,0.06,-0.06,0.0,1.03,0.1,-0.1,0.0,2014-05-14,0,,,,,Kepler,3.66,,,,10.418,0.022000000000000002,0.0,10.079,0.017,0.0,0.8406686342049012,0.07155779087152715,False,,False,,,False
1810,Kepler-1310,b,Kepler-1310 b,Transit,0,1,0.67933627,7.2e-07,-7.2e-07,0.0,,,,,,,,,,,,,,,,,,0.128,0.013999999999999999,-0.011000000000000001,0.0,,,,,0,1,0,1,18h55m40.81s,283.920035,+40d44m24.4s,40.740123,583.0,62.38,-50.12,0.0,578.63,6.85,-6.85,0.0,14.159,,0.0,Kepler-band,14.122,,0.0,5549.0,136.6,-124.53,0.0,0.91,0.05,-0.06,0.0,0.88,0.1,-0.07,0.0,2016-05-10,0,,,,,Kepler,4.17,5.36,-2.49,,12.912,0.022000000000000002,0.0,12.436,0.021,0.0,1.4347411357096982,1.482350943485716,False,,False,,,False
1811,Kepler-1311,b,Kepler-1311 b,Transit,0,2,11.1726994,0.0001387,-0.0001387,0.0,,,,,,,,,,,,,,,,,,0.111,0.022000000000000002,-0.023,0.0,,,,,0,1,0,1,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,705.0,150.27,-148.6,0.0,888.44,13.85,-13.85,0.0,13.349,,0.0,Kepler-band,13.318,,0.0,5748.0,87.26,-72.3,0.0,1.05,0.08,-0.06,0.0,1.4,0.3,-0.3,0.0,2016-05-10,0,,,,,Kepler,7.59,1.7,-2.06,,12.169,0.025,0.0,11.825,0.013000000000000001,0.0,1.244189578623254,0.34372902969303,False,,False,,,False
1812,Kepler-1311,c,Kepler-1311 c,Transit,0,2,2.53573424,1.018e-05,-1.018e-05,0.0,,,,,,,,,,,,,,,,,,0.109,0.025,-0.021,0.0,,,,,0,1,0,1,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,705.0,150.27,-148.6,0.0,888.44,13.85,-13.85,0.0,13.349,,0.0,Kepler-band,13.318,,0.0,5748.0,87.26,-72.3,0.0,1.05,0.08,-0.06,0.0,1.4,0.3,-0.3,0.0,2016-05-10,0,,,,,Kepler,7.59,1.7,-2.06,,12.169,0.025,0.0,11.825,0.013000000000000001,0.0,1.22177174837779,0.5580482848688981,False,,False,,,False
1813,Kepler-1312,b,Kepler-1312 b,Transit,0,1,5.44832529,7.35e-06,-7.35e-06,0.0,,,,,,,,,,,,,,,,,,0.187,0.006999999999999999,-0.006,0.0,,,,,0,1,0,1,19h31m53.10s,292.971241,+41d02m08.8s,41.035764,305.0,10.04,-10.16,0.0,301.69,2.31,-2.31,0.0,12.43,,0.0,Kepler-band,12.378,,0.0,5719.0,71.88,-58.57,0.0,0.99,0.03,-0.03,0.0,0.92,0.03,-0.03,0.0,2016-05-10,0,,,,,Kepler,2.0,1.19,-0.624,,11.323,0.021,0.0,10.907,0.019,0.0,2.0960671279508873,15.887115584486287,False,,False,,,False
1814,Kepler-1313,b,Kepler-1313 b,Transit,0,1,3.83309118,5.34e-06,-5.34e-06,0.0,,,,,,,,,,,,,,,,,,0.157,0.005,-0.006999999999999999,0.0,,,,,0,1,0,1,19h29m33.25s,292.388546,+42d13m59.7s,42.233261,187.0,6.24,-6.55,0.0,175.11,0.72,-0.72,0.0,11.799000000000001,,0.0,Kepler-band,11.789000000000001,,0.0,5453.0,82.15,-76.05,0.0,0.92,0.03,-0.03,0.0,0.85,0.03,-0.03,0.0,2016-05-10,0,,,,,Kepler,2.69,2.04,-1.17,,10.522,0.021,0.0,10.088,0.016,0.0,1.7597996742689266,22.36669278287008,False,,False,,,False
1815,Kepler-1314,b,Kepler-1314 b,Transit,0,1,5.42474928,3.97e-06,-3.97e-06,0.0,,,,,,,,,,,,,,,,,,0.456,0.017,-0.017,0.0,,,,,0,1,0,1,19h36m57.11s,294.237938,+45d11m50.4s,45.197322,462.0,22.44,-26.25,0.0,141.99,5.83,-5.83,0.0,16.406,,0.0,Kepler-band,17.121,,0.0,4188.0,92.28,-113.71,0.0,0.6,0.02,-0.02,0.0,0.59,0.02,-0.02,0.0,2016-05-10,0,,,,,Kepler,6.03,5.91,-3.53,,14.100999999999999,0.027999999999999997,0.0,13.22,0.032,0.0,5.1112652959658,19.952523217116106,False,,False,,,False
1816,Kepler-1315,b,Kepler-1315 b,Transit,0,1,0.84338011,8.2e-07,-8.2e-07,0.0,,,,,,,,,,,,,,,,,,0.12300000000000001,0.006999999999999999,-0.005,0.0,,,,,0,1,0,1,19h43m17.15s,295.821448,+46d03m10.9s,46.053028999999995,505.0,23.5,-25.43,0.0,487.56,5.84,-5.84,0.0,14.975,,0.0,Kepler-band,14.952,,0.0,4861.0,81.92,-112.47,0.0,0.8,0.03,-0.04,0.0,0.75,0.03,-0.03,0.0,2016-05-10,0,,,,,Kepler,3.47,5.95,-1.84,,13.33,0.03,0.0,12.684000000000001,0.031,0.0,1.3786965600960381,1.2288817044313245,False,,False,,,False
1817,Kepler-1316,b,Kepler-1316 b,Transit,0,1,87.9732136,0.0005231,-0.0005231,0.0,,,,,,,,,,,,,,,,,,0.316,0.049,-0.034,0.0,,,,,0,1,0,1,19h55m20.61s,298.835871,+40d17m35.3s,40.293136,753.0,115.83,-80.78,0.0,819.71,10.21,-10.21,0.0,14.0,,0.0,Kepler-band,13.950999999999999,,0.0,5884.0,97.8,-96.34,0.0,1.04,0.05,-0.05,0.0,1.12,0.17,-0.12,0.0,2016-05-10,0,,,,,Kepler,5.13,1.9,-2.65,,12.807,0.023,0.0,12.442,0.022000000000000002,0.0,3.5420171787833175,4.844274194876895,False,,False,,,False
